uri,citation uri,label,item category,project label,published,updated,latitude,longitude,early bce/ce,late bce/ce,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),icon,Has type,Has type [URI],Consists of,Consists of [URI],License,License [URI],Spatial Coverage [dc-terms-spatial],Spatial Coverage [dc-terms-spatial] [URI],thumbnail,Temporal Coverage,Temporal Coverage [URI],Has taxonomic identifier,Has taxonomic identifier [URI],Coverage,Coverage [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Spatial Coverage,Spatial Coverage [URI],Subject,Subject [URI],Creator,Creator [URI],References,References [URI],project href,Contributor,Contributor [URI],context href,href,BFd,BFd [oc-zoo-bfd],BT,BT [oc-zoo-bt],Bd,Bd [oc-zoo-bd],Bp,Bp [oc-zoo-bp],CD,CD [oc-zoo-cd],DC,DC [oc-zoo-dc],DD,DD [oc-zoo-dd],Dd,Dd [oc-zoo-dd-2],Dl,Dl [oc-zoo-dl],Dp,Dp [oc-zoo-dp],GL,GL [oc-zoo-gl],Ld,Ld [oc-zoo-ld],Ll,Ll [oc-zoo-ll],SD,SD [oc-zoo-sd],Wikidata
http://opencontext.org/subjects/0a636251-74ac-4ff4-1579-4918844fa3b6,https://n2t.net/ark:/28722/k2057fz1d,Bone 9987,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:38:18Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 11784,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/0887b77c-e3d0-457f-ddcb-90a4f8269955,https://opencontext.org/subjects/0a636251-74ac-4ff4-1579-4918844fa3b6,,,,,,,14.4,14.4,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/bf515e60-d394-4dff-ad64-2c8f91b8a9d1,https://n2t.net/ark:/28722/k2vq2vg2z,Bone 10610,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:40:19Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 12200,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Liz Henton,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/419d3df9-c307-43d2-359b-b8bc85b1bfe7,https://opencontext.org/subjects/1179a9ae-34d6-4404-447b-710350e41fe4,https://opencontext.org/subjects/bf515e60-d394-4dff-ad64-2c8f91b8a9d1,,,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,15.9,15.9,
http://opencontext.org/subjects/9f21395a-3bb1-4d55-f594-6c742328f760,https://n2t.net/ark:/28722/k2348jm90,Bone 10776,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:40:55Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 12219,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Nerissa Russell; Katheryn Twiss,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6,https://opencontext.org/subjects/9f23727f-1b54-4502-7557-a75be52f350e,https://opencontext.org/subjects/9f21395a-3bb1-4d55-f594-6c742328f760,,,,,24.8,24.8,,,,,,,,,,,,,,,,,,,,,14.3,14.3,
http://opencontext.org/subjects/c15b75f8-dbc2-41f1-5558-6b6874e62357,https://n2t.net/ark:/28722/k2dj5bq66,Bone 3841,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:17:04Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 7399,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Nerissa Russell,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c,https://opencontext.org/subjects/f4b30cd8-2cb2-4e34-6d84-5f97092cf47b,https://opencontext.org/subjects/c15b75f8-dbc2-41f1-5558-6b6874e62357,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,16.9,16.9,
http://opencontext.org/subjects/f6595eae-7bec-4d69-4cd2-6a6926161642,https://n2t.net/ark:/28722/k2xd0rp3n,Bone 7595,Animal Bone,Ilıpınar Zooarchaeology,2013-08-12T00:00:00Z,2022-10-26T18:57:50Z,40.468303,29.309099,-6200.0,-5400.0,Asia,Turkey,Ilıpınar,Area 1,Lot 12,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,Bronze Age--Middle East; Copper age; Neolithic,https://id.loc.gov/authorities/subjects/sh2009117649; https://id.loc.gov/authorities/subjects/sh85032338; https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused; Proximal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused; http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused,Aegean Sea; Turkey,https://www.geonames.org/265695; https://www.geonames.org/298795,Mammal remains (archaeology); Animal remains (Archaeology),https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230,Hijlke Buitenhuis,http://opencontext.org/persons/93ecdd49-55c2-4404-4b93-490e925fc23e,,,https://opencontext.org/projects/d297cd29-50ca-4b2c-4a07-498adf3af487,Hijlke Buitenhuis,http://opencontext.org/persons/93ecdd49-55c2-4404-4b93-490e925fc23e,https://opencontext.org/subjects/d10f1a39-0acb-430c-e36d-fd7ceb10fda4,https://opencontext.org/subjects/f6595eae-7bec-4d69-4cd2-6a6926161642,,,,,57.6,57.6,79.7,79.7,,,,,43.3,43.3,,,,,,,306.0,306.0,,,269.3,269.3,35.0,35.0,
http://opencontext.org/subjects/539088eb-878a-4279-7562-7ad8717dafe0,https://n2t.net/ark:/28722/k28p5xc00,Bone 18645,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T18:08:45Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 17685,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos,https://www.gbif.org/species/2441017,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/3a18961a-a1a4-4527-0881-6dfa65d29a88,https://opencontext.org/subjects/539088eb-878a-4279-7562-7ad8717dafe0,,,,,68.9,68.9,,,,,,,,,,,,,,,,,,,,,44.3,44.3,
http://opencontext.org/subjects/c8b3bf7c-5eb0-48a9-b372-b5fd0b5b3136,https://n2t.net/ark:/28722/k2pv6dg2x,Bone 2285,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:11:42Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 6988,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/8e9d677f-37b2-468d-229a-95b974d68445,https://opencontext.org/subjects/c8b3bf7c-5eb0-48a9-b372-b5fd0b5b3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/498e9de2-3df4-4385-2f43-bae9420b2f66,https://n2t.net/ark:/28722/k29p2zf5w,Bone 2283,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:11:42Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 6988,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/8e9d677f-37b2-468d-229a-95b974d68445,https://opencontext.org/subjects/498e9de2-3df4-4385-2f43-bae9420b2f66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/bbcc788d-8fe5-4fd0-a947-13190f1a7ded,https://n2t.net/ark:/28722/k2280713s,Bone 18652,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T18:08:47Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 17685,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/3a18961a-a1a4-4527-0881-6dfa65d29a88,https://opencontext.org/subjects/bbcc788d-8fe5-4fd0-a947-13190f1a7ded,,,,,25.1,25.1,,,,,,,,,,,,,,,,,,,,,13.9,13.9,
http://opencontext.org/subjects/ddedd3b5-472f-474a-2f2e-b59d9af558e2,https://n2t.net/ark:/28722/k26t0jz3c,Bone 18632,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T18:08:40Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 17670,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Capra,https://www.gbif.org/species/2441047,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/c6137e59-473b-4114-e392-ea528760e5e0,https://opencontext.org/subjects/ddedd3b5-472f-474a-2f2e-b59d9af558e2,,,,,25.3,25.3,,,,,,,,,,,,,,,,,,,,,14.2,14.2,
http://opencontext.org/subjects/8c7ec609-3317-4483-c44a-b417419253df,https://n2t.net/ark:/28722/k25719x56,Bone 1039,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:07:20Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 6705,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character; Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char; http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/12823499-991f-4c97-6c2b-86d047a87aed,https://opencontext.org/subjects/8c7ec609-3317-4483-c44a-b417419253df,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,14.9,14.9,
http://opencontext.org/subjects/33d1fe35-2df6-4bc6-3e76-aab996cf8876,https://n2t.net/ark:/28722/k2rn32g26,Bone 4013,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:17:43Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 7405,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/e70e630a-e5a8-442f-0435-627632d3e724,https://opencontext.org/subjects/33d1fe35-2df6-4bc6-3e76-aab996cf8876,,,,,,,44.5,44.5,,,,,,,,,,,,,,,,,,,16.1,16.1,
http://opencontext.org/subjects/f0f2201a-a47c-4d93-2181-62686f94a29e,https://n2t.net/ark:/28722/k22n51s5t,Bone 1632,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:09:25Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 6817,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska; Nerissa Russell,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c,https://opencontext.org/subjects/23e62990-cf9d-4b46-6ee2-da77d959ba78,https://opencontext.org/subjects/f0f2201a-a47c-4d93-2181-62686f94a29e,,,,,26.1,26.1,,,,,,,,,20.2,20.2,,,,,,,,,,,,,
http://opencontext.org/subjects/fc15f155-c5dd-40b0-f8cb-6b56d32be2a8,https://n2t.net/ark:/28722/k2h70b77b,Bone 4011,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:17:43Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 7405,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/e70e630a-e5a8-442f-0435-627632d3e724,https://opencontext.org/subjects/fc15f155-c5dd-40b0-f8cb-6b56d32be2a8,,,,,25.8,25.8,,,,,,,,,,,,,,,,,,,,,13.9,13.9,
http://opencontext.org/subjects/98445f4d-c01a-4e3b-e6ac-ec3af0a1d159,https://n2t.net/ark:/28722/k2639n70x,Bone 18680,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T18:08:55Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 17697,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Nerissa Russell; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/0e6c6f90-5c86-4dbd-361a-89ee7a33679b,https://opencontext.org/subjects/98445f4d-c01a-4e3b-e6ac-ec3af0a1d159,,,,,27.0,27.0,,,,,,,,,,,,,,,,,,,,,15.5,15.5,
